SubjNo,List,prime,prime_semantics,correct response,given response,match?,rt,perceptual rating,perceptual rating.reactiontime,date,frameRate,experiment_name,session,participant
1,1,The ribbon cut Lucy,Non-sensible,up,up,TRUE,1.022415876,3,1.093487978,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I shampooed the hair,Sklar_control_B,down,down,TRUE,0.901268005,2,1.022691011,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I spread the glue,Sklar_control_A,down,down,TRUE,0.92485404,3,4.409739971,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The garlic crushed Erin,Non-sensible,up,up,TRUE,0.869829893,3,1.234956026,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Ryan carried the gun,Sensible,down,down,TRUE,0.901003838,2,1.223110914,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I liked the dance,Sklar_control_A,up,up,TRUE,0.870037079,3,0.716645956,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I sweetened the chocolate milk ,Sklar_filler,down,down,TRUE,0.807250977,1,0.752370119,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Leo passed the salt,Sensible,down,down,TRUE,1.081465006,3,0.846716166,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The bowl scrubbed Liz,Non-sensible,down,down,TRUE,0.740247965,1,0.705011845,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I crumpled the river,Sklar_violation,down,down,TRUE,0.916642189,3,2.011033058,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The spoon licked Will,Non-sensible,down,down,TRUE,0.657174826,1,0.751925945,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I smelled the pie,Sklar_control_B,down,down,TRUE,0.799446106,1,4.022132874,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The shoes counted Lucy,Non-sensible,up,up,TRUE,0.877816916,2,2.410412073,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I baked the bread,Sklar_control_A,down,down,TRUE,0.846363068,1,0.705024958,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I sprinkled the sand,Sklar_control_A,down,down,TRUE,0.846404076,1,3.986696959,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The invite mailed Ian,Non-sensible,down,down,TRUE,0.846091986,2,1.011439085,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Josh taught the rules,Sensible,up,up,TRUE,0.893465996,2,1.151757002,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Andy pulled the rope,Sensible,down,down,TRUE,0.692346096,1,0.646609783,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Ryan entered the room,Sensible,down,down,TRUE,0.951792002,3,1.011219978,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Max lent the bucket,Sensible,up,up,TRUE,1.058067083,3,0.952747107,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The table wiped Beth,Non-sensible,up,up,TRUE,0.900866032,3,1.023145199,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The car lent Fred,Non-sensible,up,up,TRUE,0.751955986,3,3.046007156,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I moved the chair,Sklar_control_A,down,down,TRUE,1.395130157,3,2.986980915,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I saw the clouds,Sklar_control_A,down,down,TRUE,0.616926193,1,0.564369917,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The letter typed Phil,Non-sensible,up,up,TRUE,1.207064152,3,1.469825983,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The tree hugged Amy,Non-sensible,up,up,TRUE,1.136463881,3,4.622018099,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The dishes washed Mark,Non-sensible,up,up,TRUE,1.057842016,1,0.870101213,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Will mashed the potatoes,Sensible,down,down,TRUE,0.846212149,2,0.916917086,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Matt pushed the trolley,Sensible,up,up,TRUE,0.739771843,3,0.728580952,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I wiped the steam ,Sklar_control_A,down,down,TRUE,0.810424089,3,1.093198061,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The lolly sucked Leah,Non-sensible,up,up,TRUE,0.822829962,2,0.86957407,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The pillow hugged Kate,Non-sensible,down,down,TRUE,0.799469948,3,3.104744911,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The party cancelled Phil,Non-sensible,down,down,TRUE,0.877712965,3,0.881361961,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Beth wiped the table,Sensible,down,down,TRUE,1.151946068,2,0.658755064,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I cooked the tomatoes,Sklar_filler,up,up,TRUE,0.893345118,1,0.623263121,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Eve ironed the trousers,Sensible,up,up,TRUE,1.128522873,3,1.293578863,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I lifted the squash,Sklar_filler,down,down,TRUE,1.128662825,2,1.117120028,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Fred served the dessert,Sensible,down,down,TRUE,1.042352915,2,1.199200153,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The rice stored Fred,Non-sensible,up,up,TRUE,0.927895784,3,1.798632145,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The report filed Ian,Non-sensible,up,up,TRUE,0.987375021,2,1.50520587,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I woke up the steam,Sklar_violation,down,down,TRUE,0.94847393,2,1.552145958,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I turned off the door,Sklar_violation,down,down,TRUE,0.736667156,1,0.799655914,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The radio got Ben,Non-sensible,up,up,TRUE,0.963891983,3,0.881968975,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I spilled the juice,Sklar_control_B,up,up,TRUE,0.880865812,3,0.717399836,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I moved the hat,Sklar_control_A,down,down,TRUE,0.728903055,3,1.764053106,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I changed the computer,Sklar_filler,up,up,TRUE,0.807268143,1,0.529154062,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I photographed the moon,Sklar_control_A,down,down,TRUE,0.752364874,1,0.587918997,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I changed the sock,Sklar_filler,up,up,TRUE,0.833993196,3,1.716729879,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I heard the sound,Sklar_filler,down,down,TRUE,0.799206972,3,0.964497089,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The trolley pushed Matt,Non-sensible,down,down,TRUE,0.75237608,3,0.83424592,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The museum visited Mary,Non-sensible,up,up,TRUE,0.736706972,2,0.693109035,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,I sewed the smoke,Sklar_violation,down,down,TRUE,1.152194977,3,1.22291708,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Will licked the spoon,Sensible,down,down,TRUE,0.775763035,1,0.423449993,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The sofa sold Carl,Non-sensible,up,up,TRUE,0.901130915,2,0.9401052,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Josh squeezed the ball,Sensible,up,up,TRUE,0.974879026,2,0.764041901,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The rope pulled Emma,Non-sensible,up,up,TRUE,1.034377098,3,1.25806284,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Ben got the radio,Sensible,up,up,TRUE,0.775764942,2,1.046118975,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Jen searched the room,Sensible,down,down,TRUE,0.786842108,3,0.764073849,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Lara filed the papers,Sensible,down,down,TRUE,0.787019014,3,1.622481108,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Erin described the church,Sensible,up,up,TRUE,0.877707958,2,0.881632805,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,Sara jumped the hedge,Sensible,down,down,TRUE,0.705091,1,0.599838972,2015_Oct_01_1157,85.05800925,CFS popping time,1,
1,1,The fur stroked Rob,Non-sensible,up,up,TRUE,0.995504141,2,1.152518034,2015_Oct_01_1157,85.05800925,CFS popping time,1,
