SubjNo,List,prime,prime_semantics,correct response,given response,match?,rt,perceptual rating,date,frameRate,experiment_name,session,participant,
47,1,The card posted Erin,Non-sensible,up,up,1,2.15750098228,1,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,The rope pulled Andy,Non-sensible,down,None,0,None,1,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,The pan washed Beth,Non-sensible,up,up,1,2.27044582367,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,Leo stored the wine,Sensible,up,up,1,3.2111530304,1,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,Mike ate the steak,Sensible,down,down,1,4.69316983223,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,Tim pulled the handle,Sensible,down,down,1,2.04319119453,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,The lesson taught Eve,Non-sensible,up,up,1,1.65880990028,3,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,I shampooed the key,Sklar_violation,up,up,1,3.12877488136,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,The monitor punched Erin,Non-sensible,down,down,1,2.06344985962,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,The dishes washed Mark,Non-sensible,down,down,1,2.74087882042,3,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,Tom whisked the cream,Sensible,down,down,1,1.85886883736,3,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,Adam watched the opera,Sensible,down,down,1,2.78763198853,3,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,I locked the ground,Sklar_violation,down,down,1,2.81131505966,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,The beer drank Jack,Non-sensible,up,up,1,2.41607403755,3,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,Tim took the ticket,Sensible,up,up,1,5.39878606796,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,I broke the hat,Sklar_violation,down,down,1,3.01127886772,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,Matt pushed the trolley,Sensible,up,up,1,3.09380698204,1,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,I fixed the gloves,Sklar_filler,down,down,1,2.48192620277,1,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
47,1,The room entered Ryan,Non-sensible,down,down,1,1.80781197548,2,2015_Nov_24_0910,85.031970839,CFS popping time,001,,
