SubjNo,List,prime,prime_semantics,correct response,given response,match?,rt,perceptual rating,date,frameRate,experiment_name,session,participant
10,1,Emma pulled the rope,Sensible,down,down,1,3.128147125,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Josh ironed the shirt,Sensible,down,None,0,None,0,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jay sold the bed,Sensible,up,down,0,1.081683159,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tim sniffed the perfume,Sensible,up,up,1,1.787329912,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I wore the way,Sklar_violation,down,down,1,2.809588909,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I heated the water,Sklar_control_A,down,down,1,4.37468791,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The pillow hugged Kate,Non-sensible,down,down,1,6.773818016,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Ian mailed the invite,Sensible,up,up,1,1.152234793,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Erin described the church,Sensible,down,down,1,2.916255951,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The carrots grated Tom,Non-sensible,up,up,1,1.199141979,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The dessert served Fred,Non-sensible,up,up,1,3.558923006,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The lever pulled Hugh,Non-sensible,down,down,1,4.640842915,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The shelf dusted Jake,Non-sensible,up,up,1,1.246336937,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The sofa sold Carl,Non-sensible,up,up,1,5.840739012,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Lucy counted the shoes,Sensible,down,down,1,1.128540993,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The toffee chewed Ben,Non-sensible,down,down,1,1.246403933,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I changed the sock,Sklar_filler,down,down,1,2.927162886,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Ian cancelled the plans,Sensible,up,up,1,5.009974957,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Max kissed the mirror,Sensible,up,up,1,1.209996939,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Beth took the photo,Sensible,down,down,1,1.089222908,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Ryan carried the gun,Sensible,down,down,1,0.917068958,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The lorry dented Lily,Non-sensible,up,up,1,0.880842924,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The onion sliced Liam,Non-sensible,up,up,1,1.269857883,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tom visited the hospital,Sensible,up,up,1,3.621901989,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The ham ate Tim,Non-sensible,up,up,1,2.116443157,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The ribbon cut Lucy,Non-sensible,down,down,1,3.747213125,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I warmed up the food,Sklar_filler,down,None,0,None,0,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Ryan painted the picture,Sensible,up,None,0,None,0,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I lit the rain,Sklar_violation,up,up,1,1.152085066,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I washed the dance,Sklar_violation,up,up,1,1.089152098,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I built the rice,Sklar_violation,up,up,1,1.693170071,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I smelled the melody,Sklar_violation,down,down,1,6.61683321,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I sold the string,Sklar_filler,down,down,1,1.998794079,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Luke swallowed the pill,Sensible,up,up,1,1.128483057,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I washed the cup,Sklar_filler,down,None,0,None,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I laundered the scarf,Sklar_control_B,up,up,1,2.634126902,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The party cancelled Phil,Non-sensible,down,down,1,4.170844078,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Andy pulled the rope,Sensible,down,down,1,3.951261997,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I drew the rain,Sklar_control_A,down,down,1,2.124212027,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Hugh pulled the lever,Sensible,up,up,1,1.034521103,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Erin punched the monitor,Sensible,down,down,1,1.222545862,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Carl sold the sofa,Sensible,up,up,1,2.900452852,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Beth wiped the table,Sensible,down,down,1,2.187184095,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The invite mailed Ian,Non-sensible,up,up,1,1.045562029,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Dan brushed the hair,Sensible,up,up,1,1.269866943,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Lily dented the lorry,Sensible,down,down,1,2.456940889,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Ian labeled the box,Sensible,up,up,1,3.417963982,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I tied the shoelace,Sklar_control_B,down,down,1,1.434274912,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The hair brushed Dan,Non-sensible,up,up,1,3.198564053,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The report filed Ian,Non-sensible,up,up,1,4.311866045,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The kettle carried John,Non-sensible,up,up,1,4.774729967,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I gathered the dice,Sklar_control_B,up,up,1,1.152086973,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Amy hugged the tree,Sensible,down,down,1,2.540007114,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I broke the glass,Sklar_control_B,down,down,1,0.995229959,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I fixed up the shower,Sklar_control_A,up,up,1,1.011117935,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Matt kicked the bike,Sensible,up,up,1,0.940561056,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The opera watched Adam,Non-sensible,down,down,1,6.922538042,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tom grated the carrots,Sensible,up,up,1,3.088593006,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The room searched Jen,Non-sensible,up,up,1,5.52718997,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The floor cleaned Tim,Non-sensible,up,up,1,1.152193069,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I bought the clothes,Sklar_filler,down,down,1,1.160254955,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I photographed the moon,Sklar_control_A,down,down,1,1.257420063,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The card posted Erin,Non-sensible,up,up,1,2.163691044,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I broke the border,Sklar_control_B,down,down,1,0.927938938,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The perfume sniffed Tim,Non-sensible,up,up,1,1.128757954,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Sara jumped the hedge,Sensible,up,up,1,2.139919996,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I tied the chasm,Sklar_violation,up,up,1,1.269712925,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The cream whisked Tom,Non-sensible,down,down,1,1.257369041,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I locked the ground,Sklar_violation,down,down,1,0.870012045,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The trousers ironed Eve,Non-sensible,up,up,1,2.762754917,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The button pushed Ian,Non-sensible,down,down,1,0.947850943,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jen fixed the laptop,Sensible,up,up,1,0.987432957,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The towels passed Phil,Non-sensible,up,up,1,1.304563999,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Liam sliced the onion,Sensible,down,down,1,5.679219007,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Carl brushed the teeth,Sensible,down,down,1,2.406488895,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The hotline dialed Hugh,Non-sensible,down,down,1,1.246205807,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The gift posted Jack,Non-sensible,down,down,1,1.727599859,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I bought the shoe lace,Sklar_filler,down,up,0,1.41079998,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The garlic crushed Erin,Non-sensible,down,down,1,1.034626961,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I fried the squash,Sklar_control_B,up,up,1,1.128761053,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Josh taught the rules,Sensible,up,up,1,3.727170944,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Ella mashed the turnip,Sensible,down,down,1,1.116024971,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I colored the paper,Sklar_filler,down,down,1,1.152127981,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I made the coffee,Sklar_control_A,up,up,1,2.1870749,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I saw the clouds,Sklar_control_A,down,down,1,1.458251953,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I burnt the stew,Sklar_control_B,up,up,1,2.289031029,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Joe wore the jumper,Sensible,up,up,1,0.975390911,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I swallowed the food,Sklar_control_B,up,up,1,1.622437954,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I fixed the gloves,Sklar_filler,up,down,0,1.434385061,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The fur stroked Rob,Non-sensible,down,down,1,2.150933981,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I opened the refrigerator,Sklar_control_A,up,up,1,1.233688116,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The laptop fixed Jen,Non-sensible,up,up,1,1.599179983,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I wore the gloves,Sklar_control_B,down,down,1,0.98746109,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I looked for the way,Sklar_control_A,up,up,1,1.363672018,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Phil solved the problem,Sensible,down,down,1,2.022475004,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The radio fixed Luke,Non-sensible,up,up,1,2.140066147,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I drew the map,Sklar_filler,up,up,1,0.99526906,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I sold the diamond,Sklar_control_A,up,up,1,1.277503967,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The bike kicked Matt,Non-sensible,up,up,1,0.940396786,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The ticket took Tim,Non-sensible,down,down,1,1.09271884,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The donut iced Joe,Non-sensible,down,down,1,1.774821043,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The report wrote Alex,Non-sensible,down,down,1,0.963912964,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The bushes trimmed Jon,Non-sensible,down,down,1,3.033842087,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The wine stored Leo,Non-sensible,down,down,1,0.940254927,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Kate lifted the box,Sensible,up,up,1,0.869959116,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I drank the chair,Sklar_violation,down,down,1,0.787109137,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The curtains measured Rob,Non-sensible,up,up,1,0.901132107,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I spread the glue,Sklar_control_A,up,up,1,0.810585022,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I saw the light,Sklar_filler,down,down,1,4.656951904,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Fred chopped the carrots,Sensible,down,down,1,2.218172073,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I folded the diamond,Sklar_violation,up,up,1,1.559558868,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tom knitted the scarf,Sensible,up,up,1,6.468142986,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I drank the chocolate milk,Sklar_control_B,down,down,1,0.951487064,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jack mixed the fruits,Sensible,up,up,1,6.397443771,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The bath cleaned Jack,Non-sensible,down,down,1,1.034657955,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I threw the bread,Sklar_filler,down,down,1,0.752238989,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The story wrote Ewan,Non-sensible,down,down,1,0.869852066,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tom offered the sweets,Sensible,down,down,1,7.839956045,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I scattered the dice,Sklar_filler,down,down,1,0.78686595,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Adam watched the opera,Sensible,up,None,0,None,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jon polished the coins,Sensible,up,None,0,None,0,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The tomato sliced Liz,Non-sensible,up,up,1,7.009149075,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The pot scrubbed Josh,Non-sensible,down,down,1,1.05407095,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Matt offered the money,Sensible,up,up,1,6.150158882,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Eve taught the lesson,Sensible,down,down,1,0.904333115,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Sean read the book,Sensible,down,down,1,1.199381828,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The gun carried Ryan,Non-sensible,up,up,1,4.49236989,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The office entered Joe,Non-sensible,up,up,1,1.410963774,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Amy lifted the crate,Sensible,up,up,1,1.069214106,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The bill paid Mike,Non-sensible,down,down,1,1.983155966,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The problem solved Phil,Non-sensible,down,down,1,0.940358877,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Luke climbed the hill,Sensible,down,None,0,None,0,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Phil typed the letter,Sensible,down,down,1,1.277509928,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I threw the peas,Sklar_control_A,up,up,1,0.94039607,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I watered the ground,Sklar_control_A,up,down,0,1.481621027,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The house built Kate,Non-sensible,down,down,1,1.08158803,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The paper cut Jon,Non-sensible,up,up,1,2.234025002,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The internet searched Max,Non-sensible,down,down,1,1.881225109,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I wiped the steam ,Sklar_control_A,up,up,1,6.032114983,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The rose kissed Hugh,Non-sensible,up,up,1,3.951316118,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tim pulled the handle,Sensible,down,down,1,1.348067045,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I scrubbed the house,Sklar_control_B,down,down,1,1.952000141,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I planted the plant,Sklar_control_B,up,up,1,1.069213867,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I woke up the child,Sklar_control_B,down,down,1,1.552039146,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I built the building,Sklar_control_B,up,up,1,2.194760084,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I swallowed the shed,Sklar_violation,up,up,1,7.032467842,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The beer drank Jack,Non-sensible,up,up,1,2.288897991,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I baked the pie,Sklar_filler,down,down,1,7.24416399,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Bill counted the sheets,Sensible,up,up,1,1.912607908,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I turned up the bread,Sklar_violation,down,down,1,6.31114912,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The spoon licked Will,Non-sensible,up,up,1,1.583260059,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The bucket lent Max,Non-sensible,down,down,1,4.103325129,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Ella watched the movie,Sensible,down,down,1,3.95117712,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Matt pushed the trolley,Sensible,down,down,1,1.787071943,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I changed the computer,Sklar_filler,down,down,1,4.186341047,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The dish served Kate,Non-sensible,down,down,1,1.394747972,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The handle pulled Tim,Non-sensible,up,up,1,1.042029142,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The turnip mashed Ella,Non-sensible,up,up,1,1.081660986,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I smelled the hair,Sklar_filler,up,up,1,1.441793203,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Phil passed the towels,Sensible,up,up,1,1.010895014,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I turned off the computer,Sklar_control_B,down,down,1,1.222787142,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The book read Sean,Non-sensible,down,down,1,1.481587172,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jane licked the plate,Sensible,up,up,1,2.218358994,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I crumpled the river,Sklar_violation,up,up,1,0.94026494,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I wore the vest,Sklar_filler,down,down,1,4.374736071,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The ice crushed Josh,Non-sensible,up,up,1,1.065899849,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The thread measured Amy,Non-sensible,up,up,1,6.020959139,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The wall punched Jane,Non-sensible,up,up,1,1.183537006,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I laundered the refrigerator,Sklar_violation,up,up,1,0.764071941,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jen weighed the flour,Sensible,down,down,1,4.327497005,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Josh squeezed the ball,Sensible,down,down,1,1.253828049,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I cleaned the floor,Sklar_filler,down,down,1,0.987569094,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I liked the scarf,Sklar_filler,down,down,1,2.72812295,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The shirt ironed Josh,Non-sensible,up,up,1,0.80706501,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I interviewed the vinegar,Sklar_violation,up,up,1,3.358993053,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jack drank the beer,Sensible,down,down,1,1.646008968,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The shed built Rose,Non-sensible,up,up,1,0.77590394,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The steak ate Mike,Non-sensible,up,up,1,0.81121707,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Kate hugged the pillow,Sensible,up,up,1,0.713186026,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Josh crushed the ice,Sensible,down,down,1,1.112576008,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Mark washed the dishes,Sensible,down,down,1,1.246141911,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Jack posted the gift,Sensible,up,up,1,4.664510012,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The salt passed Leo,Non-sensible,up,up,1,0.775596142,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tim ate the ham,Sensible,down,down,1,0.987422943,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The fruits mixed Jack,Non-sensible,down,down,1,0.893434048,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I spilled the moon,Sklar_violation,down,down,1,2.641512156,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The tree hugged Amy,Non-sensible,up,up,1,0.783422947,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The carrots chopped Fred,Non-sensible,down,down,1,0.689479113,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Hugh dialed the hotline,Sensible,down,down,1,1.418591976,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Tom whisked the cream,Sensible,up,up,1,2.171164036,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The rope pulled Emma,Non-sensible,up,up,1,1.128668785,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I dug the well,Sklar_control_B,down,down,1,1.152240992,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The lesson taught Eve,Non-sensible,down,down,1,1.139592886,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The socks knitted Ryan,Non-sensible,up,up,1,0.799186945,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The sheets counted Bill,Non-sensible,up,up,1,0.7288239,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Erin crushed the garlic,Sensible,up,up,1,0.87735796,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The car lent Fred,Non-sensible,down,down,1,3.068312883,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I shaved the glue,Sklar_violation,down,down,1,4.570550919,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I cooked the rice,Sklar_control_A,up,up,1,0.688154936,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Mike ate the steak,Sensible,up,up,1,4.633467913,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I shampooed the key,Sklar_violation,up,up,1,2.077286005,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The fat chewed Adam,Non-sensible,down,down,1,1.058214903,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The pill swallowed Luke,Non-sensible,down,down,1,1.210273981,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The house dusted Alex,Non-sensible,up,up,1,0.705380201,3,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Dan carried the folder,Sensible,up,up,1,0.759992123,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I gathered the shower,Sklar_violation,up,up,1,0.736360073,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I played the melody,Sklar_control_A,up,up,1,5.252512932,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I smelled the pie,Sklar_control_B,down,down,1,1.22288394,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Erin posted the card,Sensible,down,down,1,1.351297855,2,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Zoe paid the debt,Sensible,up,up,1,1.716628075,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Sam sucked the candy,Sensible,down,down,1,0.893338919,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,I ironed the clothes,Sklar_control_B,down,down,1,1.363781214,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,Luke fixed the radio,Sensible,up,up,1,3.773811102,1,2015_Oct_12_0926,85.03041938,CFS popping time,1,
10,1,The rules taught Josh,Non-sensible,up,None,0,None,0,2015_Oct_12_0926,85.03041938,CFS popping time,1,
