subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
74,2,7/7/97,18,M,1,Ryan knitted the socks,Sensible,edin_semantics,sem_emo_sem_emo,3.52005844796076,1,1,1,1,784971.91075142,141,A
74,2,7/7/97,18,M,2,Mike ate the steak,Sensible,edin_semantics,sem_emo_sem_emo,0.820935487980023,2,2,2,1,784973.474967511,142,A
74,2,7/7/97,18,M,3,Joe iced the donut,Sensible,edin_semantics,sem_emo_sem_emo,1.173762054299,2,1,1,1,784975.392031015,119,A
74,2,7/7/97,18,M,4,The room searched Jen,Non-sensible,edin_semantics,sem_emo_sem_emo,0.738757493556477,1,2,2,1,784976.873916769,10,A
74,2,7/7/97,18,M,5,Alex dusted the house,Sensible,edin_semantics,sem_emo_sem_emo,1.35019153379835,1,2,2,1,784978.967374153,122,A
74,2,7/7/97,18,M,6,Ben climbed the stairs,Sensible,edin_semantics,sem_emo_sem_emo,1.05644409148954,2,1,1,1,784980.766822387,143,A
74,2,7/7/97,18,M,7,The mirror kissed Max,Non-sensible,edin_semantics,sem_emo_sem_emo,0.832868182915263,1,1,1,1,784982.342814982,23,A
74,2,7/7/97,18,M,8,Tom visited the hospital,Sensible,edin_semantics,sem_emo_sem_emo,0.915311091579497,2,1,1,1,784984.001166457,91,A
74,2,7/7/97,18,M,9,Fred stored the rice,Sensible,edin_semantics,sem_emo_sem_emo,1.38580199796706,1,1,1,1,784986.129886003,127,A
74,2,7/7/97,18,M,10,The picture painted Ryan,Non-sensible,edin_semantics,sem_emo_sem_emo,0.89172344468534,1,1,1,1,784987.764684149,35,A
74,2,7/7/97,18,M,11,Tom whisked the cream,Sensible,edin_semantics,sem_emo_sem_emo,1.09161067963578,2,1,1,1,784989.59954817,137,A
74,2,7/7/97,18,M,12,The card posted Erin,Non-sensible,edin_semantics,sem_emo_sem_emo,0.892137173097581,1,2,2,1,784991.234219952,36,A
