subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
71,3,8/11/91,24,f,1,The report wrote Alex,Non-sensible,edin_semantics,emo_sem_emo_sem,1.54341196955647,2,1,1,1,767393.865746757,149,B
71,3,8/11/91,24,f,2,The trophy polished Anna,Non-sensible,edin_semantics,emo_sem_emo_sem,3.19599113275763,2,2,2,1,767397.805722152,104,B
71,3,8/11/91,24,f,3,Dan whisked the eggs,Sensible,edin_semantics,emo_sem_emo_sem,2.27936316630803,2,2,2,1,767400.828328396,62,B
71,3,8/11/91,24,f,4,Josh ironed the shirt,Sensible,edin_semantics,emo_sem_emo_sem,1.59704559482634,1,1,1,1,767403.168796352,55,B
71,3,8/11/91,24,f,5,Tim pulled the handle,Sensible,edin_semantics,emo_sem_emo_sem,2.32686944270972,2,1,1,1,767406.23847494,73,B
71,3,8/11/91,24,f,6,Jon polished the coins,Sensible,edin_semantics,emo_sem_emo_sem,1.31531904556323,1,1,1,1,767408.296672726,29,B
71,3,8/11/91,24,f,7,Mary iced the cake,Sensible,edin_semantics,emo_sem_emo_sem,3.51462160854135,2,2,2,1,767412.554110856,44,B
71,3,8/11/91,24,f,8,Phil chopped the herbs,Sensible,edin_semantics,emo_sem_emo_sem,0.89124044100754,2,1,1,1,767414.188915737,27,B
71,3,8/11/91,24,f,9,The sweets offered Tom,Non-sensible,edin_semantics,emo_sem_emo_sem,1.54983021097723,2,2,2,1,767416.482329631,84,B
71,3,8/11/91,24,f,10,The curtains measured Rob,Non-sensible,edin_semantics,emo_sem_emo_sem,2.18498531752266,2,2,2,1,767419.410896386,126,B
71,3,8/11/91,24,f,11,The party cancelled Phil,Non-sensible,edin_semantics,emo_sem_emo_sem,1.47947362205014,1,2,2,1,767421.633692625,82,B
71,3,8/11/91,24,f,12,The shoes counted Lucy,Non-sensible,edin_semantics,emo_sem_emo_sem,1.62063260027207,2,1,1,1,767423.997782865,123,B
71,3,8/11/91,24,f,13,Max kissed the mirror,Sensible,edin_semantics,emo_sem_emo_sem,1.42110264697112,2,1,1,1,767426.161713579,23,B
71,3,8/11/91,24,f,14,The ticket took Tim,Non-sensible,edin_semantics,emo_sem_emo_sem,1.44446514872834,2,2,2,1,767428.349261447,128,B
71,3,8/11/91,24,f,15,The plants watered Luke,Non-sensible,edin_semantics,emo_sem_emo_sem,1.06802046706434,2,1,1,1,767430.160512484,129,B
