subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
1,1,14/08/1992,23,f,1,Alex dusted the house,Sensible,edin_semantics,emo_sem_emo_sem,1.107192248,1,1,2,1,5836.218879,122,A
1,1,14/08/1992,23,f,2,The jar labeled Liz,Non-sensible,edin_semantics,emo_sem_emo_sem,20.00013759,2,2,0,0,5856.965535,61,A
1,1,14/08/1992,23,f,3,Erin punched the monitor,Sensible,edin_semantics,emo_sem_emo_sem,1.052617282,1,2,1,1,5858.764977,125,A
1,1,14/08/1992,23,f,4,Joe iced the donut,Sensible,edin_semantics,emo_sem_emo_sem,1.100308278,1,2,1,1,5860.611479,119,A
1,1,14/08/1992,23,f,5,Max kicked the door,Sensible,edin_semantics,emo_sem_emo_sem,1.573360278,1,1,2,1,5862.928472,114,A
1,1,14/08/1992,23,f,6,Lucy counted the shoes,Sensible,edin_semantics,emo_sem_emo_sem,4.525428099,2,2,1,1,5868.197478,123,A
1,1,14/08/1992,23,f,7,Eve typed the message,Sensible,edin_semantics,emo_sem_emo_sem,6.007956785,2,1,2,1,5874.948367,124,A
1,1,14/08/1992,23,f,8,Ben got the radio,Sensible,edin_semantics,emo_sem_emo_sem,11.13477816,2,1,2,1,5886.827217,88,A
1,1,14/08/1992,23,f,9,The coins polished Jon,Non-sensible,edin_semantics,emo_sem_emo_sem,1.078986699,1,2,1,1,5888.650168,29,A
1,1,14/08/1992,23,f,10,The book read Sean,Non-sensible,edin_semantics,emo_sem_emo_sem,20.00308823,2,1,0,0,5909.396896,4,A
1,1,14/08/1992,23,f,11,Luke watered the plants,Sensible,edin_semantics,emo_sem_emo_sem,1.10227783,1,2,1,1,5911.243421,129,A
1,1,14/08/1992,23,f,12,The number dialed Tom,Non-sensible,edin_semantics,emo_sem_emo_sem,19.80306341,2,2,1,1,5931.790236,63,A
1,1,14/08/1992,23,f,13,The room entered Ryan,Non-sensible,edin_semantics,emo_sem_emo_sem,0.854883052,1,1,2,1,5933.389695,58,A
1,1,14/08/1992,23,f,14,Josh scrubbed the pot,Sensible,edin_semantics,emo_sem_emo_sem,20.0030289,2,2,0,0,5954.136433,131,A
1,1,14/08/1992,23,f,15,Zoe paid the debt,Sensible,edin_semantics,emo_sem_emo_sem,1.149698778,1,1,2,1,5956.029985,134,A
1,1,14/08/1992,23,f,16,The cake iced Mary,Non-sensible,edin_semantics,emo_sem_emo_sem,19.84988685,2,1,2,1,5976.623898,44,A
1,1,14/08/1992,23,f,17,Mike ate the steak,Sensible,edin_semantics,emo_sem_emo_sem,1.255358297,1,1,2,1,5978.623207,142,A
1,1,14/08/1992,23,f,18,Amy lifted the crate,Sensible,edin_semantics,emo_sem_emo_sem,18.65004195,2,1,2,1,5998.017502,144,A
1,1,14/08/1992,23,f,19,The house built Kate,Non-sensible,edin_semantics,emo_sem_emo_sem,1.278617356,1,1,2,1,6000.040342,46,A
1,1,14/08/1992,23,f,20,The lesson taught Eve,Non-sensible,edin_semantics,emo_sem_emo_sem,2.090342813,2,2,1,1,6002.874788,15,A
