subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
6,2,12/11/95,20,f,1,Liz weighed the sugar,Sensible,edin_semantics,sem_emo_sem_emo,1.11945472180378,2,2,2,1,256052.62946188,139,A
6,2,12/11/95,20,f,2,The puzzle solved Joe,Non-sensible,edin_semantics,sem_emo_sem_emo,0.771034532750491,2,1,1,1,256054.146664751,34,A
6,2,12/11/95,20,f,3,The card posted Erin,Non-sensible,edin_semantics,sem_emo_sem_emo,0.971196625498123,2,1,1,1,256055.863781476,36,A
6,2,12/11/95,20,f,4,Rose built the shed,Sensible,edin_semantics,sem_emo_sem_emo,0.771904650726356,1,2,2,1,256057.380966386,121,A
6,2,12/11/95,20,f,5,The dishes washed Mark,Non-sensible,edin_semantics,sem_emo_sem_emo,2.14980493704206,2,2,1,0,256060.274211281,57,A
6,2,12/11/95,20,f,6,Zoe paid the debt,Sensible,edin_semantics,sem_emo_sem_emo,0.844569925044198,2,1,1,1,256061.861970681,134,A
6,2,12/11/95,20,f,7,The toffee chewed Ben,Non-sensible,edin_semantics,sem_emo_sem_emo,1.35052380268462,2,2,1,0,256063.955468754,31,A
6,2,12/11/95,20,f,8,Phil cancelled the party,Sensible,edin_semantics,sem_emo_sem_emo,0.914715930382954,2,1,1,1,256065.61382798,82,A
6,2,12/11/95,20,f,9,Liam mixed the nuts,Sensible,edin_semantics,sem_emo_sem_emo,1.00952030296321,1,2,2,1,256067.366202924,83,A
6,2,12/11/95,20,f,10,Ben got the radio,Sensible,edin_semantics,sem_emo_sem_emo,0.738682372641051,2,1,1,1,256068.848086318,88,A
6,2,12/11/95,20,f,11,The cheese grated Andy,Non-sensible,edin_semantics,sem_emo_sem_emo,0.703645771864103,1,2,2,1,256070.294717906,65,A
6,2,12/11/95,20,f,12,Dan brushed the hair,Sensible,edin_semantics,sem_emo_sem_emo,1.91509085404687,2,2,1,0,256072.952767636,147,A
6,2,12/11/95,20,f,13,The bushes trimmed Jon,Non-sensible,edin_semantics,sem_emo_sem_emo,1.45573238725774,1,1,2,0,256075.152099059,32,A
6,2,12/11/95,20,f,14,Andy pulled the rope,Sensible,edin_semantics,sem_emo_sem_emo,0.809232487314148,1,1,2,0,256076.704579713,148,A
6,2,12/11/95,20,f,15,Luke read the poster,Sensible,edin_semantics,sem_emo_sem_emo,1.24448839755496,2,2,1,0,256078.692223268,79,A
6,2,12/11/95,20,f,16,The letter typed Phil,Non-sensible,edin_semantics,sem_emo_sem_emo,1.53828230436193,1,2,2,1,256080.973894536,49,A
6,2,12/11/95,20,f,17,Eve typed the message,Sensible,edin_semantics,sem_emo_sem_emo,1.24456152212224,2,1,1,1,256082.961499284,124,A
6,2,12/11/95,20,f,18,The laptop fixed Jen,Non-sensible,edin_semantics,sem_emo_sem_emo,1.56210006005131,1,2,2,1,256085.26669613,37,A
