subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
72,4,1/11/93,22,f,1,Lily got the kettle,Sensible,edin_semantics,sem_emo_sem_emo,2.36756491695996,1,2,2,1,772349.73881394,13,B
72,4,1/11/93,22,f,2,The nuts mixed Liam,Non-sensible,edin_semantics,sem_emo_sem_emo,1.66716453037225,2,2,2,1,772352.149871969,83,B
72,4,1/11/93,22,f,3,Tim pulled the handle,Sensible,edin_semantics,sem_emo_sem_emo,2.7020546583226,2,2,2,1,772355.5958894,73,B
72,4,1/11/93,22,f,4,The box labeled Ian,Non-sensible,edin_semantics,sem_emo_sem_emo,1.70262906723656,2,1,1,1,772358.04217784,136,B
72,4,1/11/93,22,f,5,Mary iced the cake,Sensible,edin_semantics,sem_emo_sem_emo,1.84441954235081,2,1,1,1,772360.629632635,44,B
72,4,1/11/93,22,f,6,Rob stroked the fur,Sensible,edin_semantics,sem_emo_sem_emo,2.52642858156469,2,2,2,1,772363.899206475,41,B
72,4,1/11/93,22,f,7,The wallet carried Leo,Non-sensible,edin_semantics,sem_emo_sem_emo,0.950438552070409,2,1,1,1,772365.59281851,150,B
72,4,1/11/93,22,f,8,The shoes counted Lucy,Non-sensible,edin_semantics,sem_emo_sem_emo,0.774016449111514,1,2,2,1,772367.109980539,123,B
72,4,1/11/93,22,f,9,Liz labeled the jar,Sensible,edin_semantics,sem_emo_sem_emo,0.9269949082518,1,2,2,1,772368.780076767,61,B
72,4,1/11/93,22,f,10,The trophy polished Anna,Non-sensible,edin_semantics,sem_emo_sem_emo,1.79732795641758,1,1,1,1,772371.32048199,104,B
72,4,1/11/93,22,f,11,Lily dented the lorry,Sensible,edin_semantics,sem_emo_sem_emo,2.66748653294053,2,2,2,1,772374.731209678,71,B
72,4,1/11/93,22,f,12,Jon cut the paper,Sensible,edin_semantics,sem_emo_sem_emo,1.47930620645639,2,1,1,1,772376.954001747,20,B
72,4,1/11/93,22,f,13,The gift posted Jack,Non-sensible,edin_semantics,sem_emo_sem_emo,1.22092419851106,1,2,2,1,772378.918149781,111,B
72,4,1/11/93,22,f,14,The bed sold Jay,Non-sensible,edin_semantics,sem_emo_sem_emo,1.20939336519223,1,2,2,1,772380.870485069,113,B
72,4,1/11/93,22,f,15,Tom dialed the number,Sensible,edin_semantics,sem_emo_sem_emo,0.97375871881377,1,2,2,1,772382.587634718,63,B
72,4,1/11/93,22,f,16,Carl sold the sofa,Sensible,edin_semantics,sem_emo_sem_emo,0.985979740740731,1,1,1,1,772384.316505708,38,B
72,4,1/11/93,22,f,17,The portrait painted Jay,Non-sensible,edin_semantics,sem_emo_sem_emo,0.856222666683607,1,1,1,1,772385.915995828,110,B
72,4,1/11/93,22,f,18,The hair trimmed Bill,Non-sensible,edin_semantics,sem_emo_sem_emo,1.26804144203197,1,2,1,0,772387.927154627,107,B
72,4,1/11/93,22,f,19,Ryan carried the gun,Sensible,edin_semantics,sem_emo_sem_emo,1.05642933840863,1,2,2,1,772389.72659805,75,B
72,4,1/11/93,22,f,20,The plants watered Luke,Non-sensible,edin_semantics,sem_emo_sem_emo,2.33819052542094,2,2,2,1,772392.808015297,129,B
