subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
63,3,8/9/92,23,F,1,Tim pulled the handle,Sensible,edin_semantics,emo_sem_emo_sem,0.989443192258477,1,1,1,1,330693.445734236,73,B
63,3,8/9/92,23,F,2,John described the pen,Sensible,edin_semantics,emo_sem_emo_sem,1.41727678233292,1,2,2,1,330695.609791956,42,B
63,3,8/9/92,23,F,3,Ryan entered the room,Sensible,edin_semantics,emo_sem_emo_sem,1.39372313173953,2,2,2,1,330697.750311098,58,B
63,3,8/9/92,23,F,4,The desk wiped Lucy,Non-sensible,edin_semantics,emo_sem_emo_sem,0.971225033572409,2,1,1,1,330699.467400452,115,B
63,3,8/9/92,23,F,5,Lily dented the lorry,Sensible,edin_semantics,emo_sem_emo_sem,1.49139092257246,2,1,1,1,330701.702061393,71,B
63,3,8/9/92,23,F,6,The radio got Ben,Non-sensible,edin_semantics,emo_sem_emo_sem,2.53784331434872,1,2,2,1,330704.983370045,88,B
63,3,8/9/92,23,F,7,The stairs climbed Ben,Non-sensible,edin_semantics,emo_sem_emo_sem,1.43277459696401,1,1,1,1,330707.15920908,143,B
63,3,8/9/92,23,F,8,Dan whisked the eggs,Sensible,edin_semantics,emo_sem_emo_sem,1.03299916483229,2,2,2,1,330708.935140225,62,B
63,3,8/9/92,23,F,9,Jon trimmed the bushes,Sensible,edin_semantics,emo_sem_emo_sem,1.70327692088904,1,2,2,1,330711.381444059,32,B
63,3,8/9/92,23,F,10,The pillow hugged Kate,Non-sensible,edin_semantics,emo_sem_emo_sem,1.02081117697526,2,2,2,1,330713.145577853,86,B
63,3,8/9/92,23,F,11,The rice stored Fred,Non-sensible,edin_semantics,emo_sem_emo_sem,1.07991788297659,2,1,1,1,330714.968550232,127,B
63,3,8/9/92,23,F,12,The car lent Fred,Non-sensible,edin_semantics,emo_sem_emo_sem,1.02106230042409,2,2,2,1,330716.732736624,94,B
63,3,8/9/92,23,F,13,Jon polished the coins,Sensible,edin_semantics,emo_sem_emo_sem,0.726854625507258,2,1,1,1,330718.20286191,29,B
63,3,8/9/92,23,F,14,Liz labeled the jar,Sensible,edin_semantics,emo_sem_emo_sem,1.35058505675988,2,1,1,1,330720.296339498,61,B
63,3,8/9/92,23,F,15,The ticket took Tim,Non-sensible,edin_semantics,emo_sem_emo_sem,0.750220013665967,2,2,2,1,330721.789942745,128,B
63,3,8/9/92,23,F,16,The church described Erin,Non-sensible,edin_semantics,emo_sem_emo_sem,0.879680101410486,1,1,1,1,330723.413034624,117,B
63,3,8/9/92,23,F,17,Ryan painted the picture,Sensible,edin_semantics,emo_sem_emo_sem,1.37356590211857,2,1,1,1,330725.529984721,35,B
63,3,8/9/92,23,F,18,Jen weighed the flour,Sensible,edin_semantics,emo_sem_emo_sem,1.2915553234634,1,2,2,1,330727.564695246,64,B
63,3,8/9/92,23,F,19,Ewan wrote the story,Sensible,edin_semantics,emo_sem_emo_sem,1.69109053653665,1,2,2,1,330729.999225783,74,B
63,3,8/9/92,23,F,20,Jane punched the wall,Sensible,edin_semantics,emo_sem_emo_sem,1.47949960036203,1,2,2,1,330732.222091618,50,B
63,3,8/9/92,23,F,21,Joe wore the jumper,Sensible,edin_semantics,emo_sem_emo_sem,1.07955963909626,1,1,1,1,330734.045041867,25,B
63,3,8/9/92,23,F,22,The monitor punched Erin,Non-sensible,edin_semantics,emo_sem_emo_sem,0.950235536496621,2,1,1,1,330735.738645883,125,B
63,3,8/9/92,23,F,23,The crate lifted Amy,Non-sensible,edin_semantics,emo_sem_emo_sem,1.71490685659228,1,2,2,1,330738.196766954,144,B
63,3,8/9/92,23,F,24,Kate lifted the box,Sensible,edin_semantics,emo_sem_emo_sem,1.27960466814693,1,1,1,1,330740.21961887,69,B
63,3,8/9/92,23,F,25,The kettle carried John,Non-sensible,edin_semantics,emo_sem_emo_sem,2.32636110205203,1,1,1,1,330743.289292326,105,B
63,3,8/9/92,23,F,26,Jack mixed the fruits,Sensible,edin_semantics,emo_sem_emo_sem,0.926865337532945,2,2,2,1,330744.959339164,8,B
63,3,8/9/92,23,F,27,Tom knitted the scarf,Sensible,edin_semantics,emo_sem_emo_sem,1.65621452039341,1,2,2,1,330747.35862646,66,B
63,3,8/9/92,23,F,28,The house dusted Alex,Non-sensible,edin_semantics,emo_sem_emo_sem,1.43248113850132,2,2,2,1,330749.53442316,122,B
63,3,8/9/92,23,F,29,Rob mailed the parcel,Sensible,edin_semantics,emo_sem_emo_sem,1.10299622704042,2,2,2,1,330751.380898195,14,B
63,3,8/9/92,23,F,30,Matt kicked the bike,Sensible,edin_semantics,emo_sem_emo_sem,0.915214875712991,1,1,1,1,330753.039250953,39,B
63,3,8/9/92,23,F,31,Tim cleaned the floor,Sensible,edin_semantics,emo_sem_emo_sem,1.37385551194893,1,1,1,1,330755.156228311,5,B
63,3,8/9/92,23,F,32,The nuts mixed Liam,Non-sensible,edin_semantics,emo_sem_emo_sem,1.10299718921306,2,1,1,1,330757.002710402,83,B
63,3,8/9/92,23,F,33,The message typed Eve,Non-sensible,edin_semantics,emo_sem_emo_sem,1.13860444619786,1,2,2,1,330758.884476784,124,B
63,3,8/9/92,23,F,34,Amy measured the thread,Sensible,edin_semantics,emo_sem_emo_sem,2.40837585006375,1,1,1,1,330762.036461975,51,B
63,3,8/9/92,23,F,35,The perfume sniffed Tim,Non-sensible,edin_semantics,emo_sem_emo_sem,1.11492443201132,1,1,1,1,330763.894716721,93,B
63,3,8/9/92,23,F,36,Will mashed the potatoes,Sensible,edin_semantics,emo_sem_emo_sem,1.51509883935796,2,2,2,1,330766.152882885,28,B
63,3,8/9/92,23,F,37,The candy sucked Sam,Non-sensible,edin_semantics,emo_sem_emo_sem,1.20910984900547,1,1,1,1,330768.10519476,87,B
63,3,8/9/92,23,F,38,Phil passed the towels,Sensible,edin_semantics,emo_sem_emo_sem,1.09186821762705,1,1,1,1,330769.939922796,43,B
63,3,8/9/92,23,F,39,The curtains measured Rob,Non-sensible,edin_semantics,emo_sem_emo_sem,0.926729352388065,1,2,2,1,330771.610002027,126,B
63,3,8/9/92,23,F,40,The invite mailed Ian,Non-sensible,edin_semantics,emo_sem_emo_sem,1.3026111710933,1,1,1,1,330773.656420422,89,B
63,3,8/9/92,23,F,41,Mike paid the bill,Sensible,edin_semantics,emo_sem_emo_sem,1.11506843520328,2,1,1,1,330775.514664585,59,B
63,3,8/9/92,23,F,42,Will licked the spoon,Sensible,edin_semantics,emo_sem_emo_sem,1.04435873392504,1,1,1,1,330777.302385384,21,B
63,3,8/9/92,23,F,43,The socks knitted Ryan,Non-sensible,edin_semantics,emo_sem_emo_sem,1.07954135804903,2,1,1,1,330779.125350707,141,B
63,3,8/9/92,23,F,44,The pot scrubbed Josh,Non-sensible,edin_semantics,emo_sem_emo_sem,0.985276402614545,1,1,1,1,330780.854220093,131,B
63,3,8/9/92,23,F,45,The box labeled Ian,Non-sensible,edin_semantics,emo_sem_emo_sem,0.891713181685191,1,2,2,1,330782.489014711,136,B
63,3,8/9/92,23,F,46,Carl sold the sofa,Sensible,edin_semantics,emo_sem_emo_sem,1.86794561106944,1,2,2,1,330785.09999365,38,B
63,3,8/9/92,23,F,47,The rope pulled Emma,Non-sensible,edin_semantics,emo_sem_emo_sem,1.7852406744496,1,2,2,1,330787.628633272,120,B
63,3,8/9/92,23,F,48,The party cancelled Phil,Non-sensible,edin_semantics,emo_sem_emo_sem,0.962185871147085,2,2,2,1,330789.334000323,82,B
63,3,8/9/92,23,F,49,Leah sucked the lolly,Sensible,edin_semantics,emo_sem_emo_sem,1.07923827803461,2,2,2,1,330791.156946082,12,B
63,3,8/9/92,23,F,50,Jon jumped the fence,Sensible,edin_semantics,emo_sem_emo_sem,0.961990552896168,2,1,1,1,330792.862281702,17,B
63,3,8/9/92,23,F,51,Tim ate the ham,Sensible,edin_semantics,emo_sem_emo_sem,1.44398759712931,1,1,1,1,330795.049864528,67,B
63,3,8/9/92,23,F,52,The onion sliced Liam,Non-sensible,edin_semantics,emo_sem_emo_sem,0.820812010846566,2,2,2,1,330796.614102428,78,B
63,3,8/9/92,23,F,53,The hospital visited Tom,Non-sensible,edin_semantics,emo_sem_emo_sem,0.891484829306137,1,1,1,1,330798.248900252,91,B
63,3,8/9/92,23,F,54,Ryan carried the gun,Sensible,edin_semantics,emo_sem_emo_sem,1.19717266393127,2,1,1,1,330800.189451338,75,B
63,3,8/9/92,23,F,55,Carl brushed the teeth,Sensible,edin_semantics,emo_sem_emo_sem,2.1501936505083,1,2,2,1,330803.082702371,72,B
63,3,8/9/92,23,F,56,Tom dialed the number,Sensible,edin_semantics,emo_sem_emo_sem,1.33860553667182,1,1,1,1,330805.164412756,63,B
