subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
23,3,26/8/94,21,f,1,Luke swallowed the pill,Sensible,edin_semantics,emo_sem_emo_sem,0.966311392607167,1,2,2,1,605820.924123019,22,B
23,3,26/8/94,21,f,2,The sweets offered Tom,Non-sensible,edin_semantics,emo_sem_emo_sem,4.12266546674073,2,2,2,1,605825.793288129,84,B
23,3,26/8/94,21,f,3,Will licked the spoon,Sensible,edin_semantics,emo_sem_emo_sem,1.13515404902864,1,1,1,1,605827.675033868,21,B
23,3,26/8/94,21,f,4,The ticket took Tim,Non-sensible,edin_semantics,emo_sem_emo_sem,1.51224034361076,1,2,2,1,605829.933180199,128,B
23,3,26/8/94,21,f,5,The nuts mixed Liam,Non-sensible,edin_semantics,emo_sem_emo_sem,0.926564993569627,1,1,1,1,605831.603241278,83,B
23,3,26/8/94,21,f,6,Phil typed the letter,Sensible,edin_semantics,emo_sem_emo_sem,0.996958275442012,2,1,1,1,605833.343920464,49,B
23,3,26/8/94,21,f,7,Jack mixed the fruits,Sensible,edin_semantics,emo_sem_emo_sem,1.17389338184148,2,2,2,1,605835.261030261,8,B
23,3,26/8/94,21,f,8,The desk wiped Lucy,Non-sensible,edin_semantics,emo_sem_emo_sem,4.0549803590402,1,1,1,1,605840.059560906,115,B
23,3,26/8/94,21,f,9,The button pushed Ian,Non-sensible,edin_semantics,emo_sem_emo_sem,2.20843639189843,1,1,1,1,605843.011573243,101,B
23,3,26/8/94,21,f,10,The office entered Joe,Non-sensible,edin_semantics,emo_sem_emo_sem,4.01957428676542,2,1,1,1,605847.774860422,133,B
23,3,26/8/94,21,f,11,The plants watered Luke,Non-sensible,edin_semantics,emo_sem_emo_sem,1.37292909994721,1,1,1,1,605849.891866113,129,B
23,3,26/8/94,21,f,12,Liz sliced the tomato,Sensible,edin_semantics,emo_sem_emo_sem,2.05533347360324,1,1,1,1,605852.691021845,3,B
23,3,26/8/94,21,f,13,The party cancelled Phil,Non-sensible,edin_semantics,emo_sem_emo_sem,1.13829872536007,1,2,2,1,605854.57283237,82,B
23,3,26/8/94,21,f,14,The sugar weighed Liz,Non-sensible,edin_semantics,emo_sem_emo_sem,3.56106829829514,2,1,1,1,605858.877404771,139,B
23,3,26/8/94,21,f,15,The debt paid Zoe,Non-sensible,edin_semantics,emo_sem_emo_sem,0.973265921929851,1,2,2,1,605860.594541701,134,B
23,3,26/8/94,21,f,16,The hedge jumped Sara,Non-sensible,edin_semantics,emo_sem_emo_sem,0.997107090312056,1,2,2,1,605862.335184646,92,B
23,3,26/8/94,21,f,17,Mary iced the cake,Sensible,edin_semantics,emo_sem_emo_sem,7.37159072828945,2,2,2,1,605870.45038756,44,B
23,3,26/8/94,21,f,18,The carrots grated Tom,Non-sensible,edin_semantics,emo_sem_emo_sem,1.60781220335048,2,2,2,1,605872.802640373,140,B
23,3,26/8/94,21,f,19,The ice crushed Josh,Non-sensible,edin_semantics,emo_sem_emo_sem,1.36157426878344,2,1,1,1,605874.907871729,81,B
23,3,26/8/94,21,f,20,The crate lifted Amy,Non-sensible,edin_semantics,emo_sem_emo_sem,4.12505997496191,2,2,2,1,605879.777008295,144,B
23,3,26/8/94,21,f,21,Jeff watered the garden,Sensible,edin_semantics,emo_sem_emo_sem,1.47871498356108,1,2,2,1,605881.999881012,54,B
23,3,26/8/94,21,f,22,The pillow hugged Kate,Non-sensible,edin_semantics,emo_sem_emo_sem,2.88999598461669,2,2,2,1,605885.634086046,86,B
23,3,26/8/94,21,f,23,The portrait painted Jay,Non-sensible,edin_semantics,emo_sem_emo_sem,0.996376165538095,2,2,2,1,605887.3747957,110,B
23,3,26/8/94,21,f,24,The problem solved Phil,Non-sensible,edin_semantics,emo_sem_emo_sem,1.78416519996244,2,1,1,1,605889.903388681,109,B
23,3,26/8/94,21,f,25,Sean read the book,Sensible,edin_semantics,emo_sem_emo_sem,1.39606532210018,1,2,2,1,605892.043947212,4,B
23,3,26/8/94,21,f,26,The donut iced Joe,Non-sensible,edin_semantics,emo_sem_emo_sem,2.76084456278477,2,1,1,1,605895.548726607,119,B
23,3,26/8/94,21,f,27,The internet searched Max,Non-sensible,edin_semantics,emo_sem_emo_sem,0.937385823111981,1,1,1,1,605897.230583829,85,B
23,3,26/8/94,21,f,28,Jon cut the paper,Sensible,edin_semantics,emo_sem_emo_sem,2.18485051800963,1,2,2,1,605900.159150447,20,B
23,3,26/8/94,21,f,29,Tim ate the ham,Sensible,edin_semantics,emo_sem_emo_sem,2.27863275061827,2,1,1,1,605903.18174946,67,B
23,3,26/8/94,21,f,30,Carl sold the sofa,Sensible,edin_semantics,emo_sem_emo_sem,1.78467450593598,1,2,2,1,605905.710398247,38,B
23,3,26/8/94,21,f,31,Phil chopped the herbs,Sensible,edin_semantics,emo_sem_emo_sem,1.61966992600355,2,1,1,1,605908.074376004,27,B
23,3,26/8/94,21,f,32,Matt drank the juice,Sensible,edin_semantics,emo_sem_emo_sem,1.0668387231417,1,2,2,1,605909.885665921,60,B
23,3,26/8/94,21,f,33,Ewan wrote the story,Sensible,edin_semantics,emo_sem_emo_sem,0.902189502958208,2,2,2,1,605911.532153313,74,B
23,3,26/8/94,21,f,34,Mary visited the museum,Sensible,edin_semantics,emo_sem_emo_sem,1.67867598379962,1,2,2,1,605913.955015254,16,B
23,3,26/8/94,21,f,35,The carrots chopped Fred,Non-sensible,edin_semantics,emo_sem_emo_sem,3.20768750668503,1,2,2,1,605917.906714245,102,B
23,3,26/8/94,21,f,36,Kate served the dish,Sensible,edin_semantics,emo_sem_emo_sem,5.60687633731868,1,2,2,1,605924.257740297,70,B
23,3,26/8/94,21,f,37,Joe solved the puzzle,Sensible,edin_semantics,emo_sem_emo_sem,2.45463006675709,1,2,2,1,605927.456788845,34,B
23,3,26/8/94,21,f,38,The house dusted Alex,Non-sensible,edin_semantics,emo_sem_emo_sem,0.878671622020192,1,2,2,1,605929.079843347,122,B
23,3,26/8/94,21,f,39,The wallet carried Leo,Non-sensible,edin_semantics,emo_sem_emo_sem,4.78282362106256,2,2,2,1,605934.607606621,150,B
23,3,26/8/94,21,f,40,Ben chewed the toffee,Sensible,edin_semantics,emo_sem_emo_sem,4.26605244178791,2,1,1,1,605939.617875167,31,B
23,3,26/8/94,21,f,41,Tim pulled the handle,Sensible,edin_semantics,emo_sem_emo_sem,1.58426802325994,2,1,1,1,605941.946593422,73,B
23,3,26/8/94,21,f,42,The shoes counted Lucy,Non-sensible,edin_semantics,emo_sem_emo_sem,1.19643081654795,1,1,1,1,605943.887168823,123,B
23,3,26/8/94,21,f,43,The invite mailed Ian,Non-sensible,edin_semantics,emo_sem_emo_sem,2.28995583020151,2,1,1,1,605946.921543454,89,B
23,3,26/8/94,21,f,44,Leah sucked the lolly,Sensible,edin_semantics,emo_sem_emo_sem,1.47838175378274,1,2,2,1,605949.144373194,12,B
23,3,26/8/94,21,f,45,Will mashed the potatoes,Sensible,edin_semantics,emo_sem_emo_sem,1.58405281906016,1,2,2,1,605951.473105561,28,B
23,3,26/8/94,21,f,46,Liz labeled the jar,Sensible,edin_semantics,emo_sem_emo_sem,1.30225197947584,1,1,1,1,605953.519566269,61,B
23,3,26/8/94,21,f,47,The ribbon cut Lucy,Non-sensible,edin_semantics,emo_sem_emo_sem,2.01991457259282,1,1,1,1,605956.283424974,95,B
23,3,26/8/94,21,f,48,The curtains measured Rob,Non-sensible,edin_semantics,emo_sem_emo_sem,1.42010501702316,1,2,2,1,605958.447488236,126,B
23,3,26/8/94,21,f,49,Tom knitted the scarf,Sensible,edin_semantics,emo_sem_emo_sem,2.19600457733031,1,2,2,1,605961.387760554,66,B
23,3,26/8/94,21,f,50,The shed built Rose,Non-sensible,edin_semantics,emo_sem_emo_sem,4.7715826460626,2,1,1,1,605966.903770019,121,B
23,3,26/8/94,21,f,51,The rope pulled Andy,Non-sensible,edin_semantics,emo_sem_emo_sem,4.61859711201396,1,2,2,1,605972.266839172,148,B
23,3,26/8/94,21,f,52,The report wrote Alex,Non-sensible,edin_semantics,emo_sem_emo_sem,1.02007365052123,1,1,1,1,605974.031016033,149,B
23,3,26/8/94,21,f,53,The door kicked Max,Non-sensible,edin_semantics,emo_sem_emo_sem,1.96118882554583,2,2,2,1,605976.73609928,114,B
23,3,26/8/94,21,f,54,The dress wore Kate,Non-sensible,edin_semantics,emo_sem_emo_sem,3.03124374593608,2,2,2,1,605980.511451368,100,B
23,3,26/8/94,21,f,55,Dan carried the folder,Sensible,edin_semantics,emo_sem_emo_sem,1.49057302705478,1,2,2,1,605982.74607148,30,B
23,3,26/8/94,21,f,56,The rules taught Josh,Non-sensible,edin_semantics,emo_sem_emo_sem,1.02022855915129,1,2,2,1,605984.510229739,90,B
23,3,26/8/94,21,f,57,Rob mailed the parcel,Sensible,edin_semantics,emo_sem_emo_sem,0.856022255495191,1,2,2,1,605986.109796508,14,B
23,3,26/8/94,21,f,58,Jon polished the coins,Sensible,edin_semantics,emo_sem_emo_sem,8.37151856592391,2,1,1,1,605995.224680305,29,B
23,3,26/8/94,21,f,59,The candy sucked Sam,Non-sensible,edin_semantics,emo_sem_emo_sem,1.51403638522606,1,1,1,1,605997.482796167,87,B
23,3,26/8/94,21,f,60,Joe wore the jumper,Sensible,edin_semantics,emo_sem_emo_sem,0.996216766769066,1,1,1,1,605999.223438791,25,B
23,3,26/8/94,21,f,61,The hotline dialed Hugh,Non-sensible,edin_semantics,emo_sem_emo_sem,1.98456334380899,2,2,2,1,606001.952047616,138,B
23,3,26/8/94,21,f,62,Tom dialed the number,Sensible,edin_semantics,emo_sem_emo_sem,1.0783106177114,2,1,1,1,606003.775043233,63,B
