subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
8,4,13/08/93,22,f,1,The stairs climbed Ben,Non-sensible,edin_semantics,sem_emo_sem_emo,0.860042181331664,2,1,1,1,268404.722537563,143,B
8,4,13/08/93,22,f,2,Carl brushed the teeth,Sensible,edin_semantics,sem_emo_sem_emo,1.02949966129381,1,2,2,1,268406.498436482,72,B
8,4,13/08/93,22,f,3,The rose kissed Hugh,Non-sensible,edin_semantics,sem_emo_sem_emo,0.818462537135929,1,2,2,1,268408.062675435,98,B
8,4,13/08/93,22,f,4,The beer drank Jack,Non-sensible,edin_semantics,sem_emo_sem_emo,0.806668958743103,2,1,1,1,268409.615149995,135,B
8,4,13/08/93,22,f,5,The shed built Rose,Non-sensible,edin_semantics,sem_emo_sem_emo,0.809093935589772,1,1,1,1,268411.167629366,121,B
8,4,13/08/93,22,f,6,The portrait painted Jay,Non-sensible,edin_semantics,sem_emo_sem_emo,0.808986814517993,2,2,2,1,268412.720112907,110,B
8,4,13/08/93,22,f,7,Liz sliced the tomato,Sensible,edin_semantics,sem_emo_sem_emo,0.57456266391091,2,1,1,1,268414.037341948,3,B
8,4,13/08/93,22,f,8,The cream whisked Tom,Non-sensible,edin_semantics,sem_emo_sem_emo,0.774003774218727,2,1,1,1,268415.554533914,137,B
8,4,13/08/93,22,f,9,The dessert served Fred,Non-sensible,edin_semantics,sem_emo_sem_emo,0.844722267822362,2,1,1,1,268417.142328273,145,B
8,4,13/08/93,22,f,10,The poster read Luke,Non-sensible,edin_semantics,sem_emo_sem_emo,0.762559461814817,2,1,1,1,268418.647685608,79,B
8,4,13/08/93,22,f,11,Phil typed the letter,Sensible,edin_semantics,sem_emo_sem_emo,1.16210012417287,2,1,1,1,268420.553051218,49,B
8,4,13/08/93,22,f,12,Ian cancelled the plans,Sensible,edin_semantics,sem_emo_sem_emo,0.90338996425271,2,1,1,1,268422.199641561,7,B
8,4,13/08/93,22,f,13,The hair brushed Dan,Non-sensible,edin_semantics,sem_emo_sem_emo,1.40855647012359,2,1,1,1,268424.351878852,147,B
8,4,13/08/93,22,f,14,Beth wiped the table,Sensible,edin_semantics,sem_emo_sem_emo,0.974316285457462,2,2,2,1,268426.069036308,40,B
8,4,13/08/93,22,f,15,The trousers ironed Eve,Non-sensible,edin_semantics,sem_emo_sem_emo,1.04427883803146,1,2,2,1,268427.856748049,130,B
8,4,13/08/93,22,f,16,The hospital visited Tom,Non-sensible,edin_semantics,sem_emo_sem_emo,0.844724512833636,2,1,1,1,268429.444493016,91,B
8,4,13/08/93,22,f,17,The internet searched Max,Non-sensible,edin_semantics,sem_emo_sem_emo,0.938652673794422,2,1,1,1,268431.126361464,85,B
8,4,13/08/93,22,f,18,The church described Erin,Non-sensible,edin_semantics,sem_emo_sem_emo,0.727100791293196,2,1,1,1,268432.596492652,117,B
8,4,13/08/93,22,f,19,The candy sucked Sam,Non-sensible,edin_semantics,sem_emo_sem_emo,0.844910852145404,2,1,1,1,268434.184239864,87,B
8,4,13/08/93,22,f,20,Luke swallowed the pill,Sensible,edin_semantics,sem_emo_sem_emo,0.809449936612509,2,2,2,1,268435.736699992,22,B
