subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
36,4,19/8/95,20,f,1,Jon jumped the fence,Sensible,edin_semantics,sem_emo_sem_emo,1.37775532016531,2,1,1,1,1042147.3458913,17,B
36,4,19/8/95,20,f,2,The perfume sniffed Tim,Non-sensible,edin_semantics,sem_emo_sem_emo,1.12306284089573,2,1,1,1,1042149.21592685,93,B
36,4,19/8/95,20,f,3,The rose kissed Hugh,Non-sensible,edin_semantics,sem_emo_sem_emo,1.05299797817133,1,2,2,1,1042151.01540394,98,B
36,4,19/8/95,20,f,4,Jen weighed the flour,Sensible,edin_semantics,sem_emo_sem_emo,0.923551492509432,2,2,2,1,1042152.68549677,64,B
36,4,19/8/95,20,f,5,The sweets offered Tom,Non-sensible,edin_semantics,sem_emo_sem_emo,0.667299985070713,1,2,2,1,1042154.09681369,84,B
36,4,19/8/95,20,f,6,The ribbon cut Lucy,Non-sensible,edin_semantics,sem_emo_sem_emo,1.04381379159167,2,1,1,1,1042155.88455045,95,B
36,4,19/8/95,20,f,7,Max lent the bucket,Sensible,edin_semantics,sem_emo_sem_emo,0.937627005740069,2,1,1,1,1042157.56638137,19,B
36,4,19/8/95,20,f,8,The wallet carried Leo,Non-sensible,edin_semantics,sem_emo_sem_emo,0.890989580424502,2,2,2,1,1042159.20116242,150,B
36,4,19/8/95,20,f,9,The pillow hugged Kate,Non-sensible,edin_semantics,sem_emo_sem_emo,0.773351747076958,1,2,2,1,1042160.71834669,86,B
36,4,19/8/95,20,f,10,Jack mixed the fruits,Sensible,edin_semantics,sem_emo_sem_emo,0.678962067584507,1,2,2,1,1042162.14143506,8,B
36,4,19/8/95,20,f,11,The dress wore Kate,Non-sensible,edin_semantics,sem_emo_sem_emo,0.761172661208548,2,2,2,1,1042163.64687418,100,B
36,4,19/8/95,20,f,12,Jeff watered the garden,Sensible,edin_semantics,sem_emo_sem_emo,0.655381004558876,1,2,2,1,1042165.04650433,54,B
36,4,19/8/95,20,f,13,The debt paid Zoe,Non-sensible,edin_semantics,sem_emo_sem_emo,1.43186780624092,2,2,2,1,1042167.22225854,134,B
36,4,19/8/95,20,f,14,Mike paid the bill,Sensible,edin_semantics,sem_emo_sem_emo,1.26702134206425,2,1,1,1,1042169.23341997,59,B
36,4,19/8/95,20,f,15,Rob mailed the parcel,Sensible,edin_semantics,sem_emo_sem_emo,1.19661234493833,1,2,2,1,1042171.17401045,14,B
36,4,19/8/95,20,f,16,Andy grated the cheese,Sensible,edin_semantics,sem_emo_sem_emo,0.949322443339042,2,1,1,1,1042172.8676311,65,B
36,4,19/8/95,20,f,17,Josh squeezed the ball,Sensible,edin_semantics,sem_emo_sem_emo,0.890783676994033,1,1,1,1,1042174.50241792,1,B
36,4,19/8/95,20,f,18,Leo stored the wine,Sensible,edin_semantics,sem_emo_sem_emo,0.984477069694549,2,2,2,1,1042176.23130353,52,B
36,4,19/8/95,20,f,19,The plate licked Jane,Non-sensible,edin_semantics,sem_emo_sem_emo,0.820414128596894,1,2,2,1,1042177.79555595,96,B
36,4,19/8/95,20,f,20,Amy hugged the tree,Sensible,edin_semantics,sem_emo_sem_emo,1.36065155256074,1,1,1,1,1042179.90079084,11,B
36,4,19/8/95,20,f,21,Lily dented the lorry,Sensible,edin_semantics,sem_emo_sem_emo,0.984537686104886,1,1,1,1,1042181.62970563,71,B
36,4,19/8/95,20,f,22,Tom knitted the scarf,Sensible,edin_semantics,sem_emo_sem_emo,2.00803760648705,2,2,2,1,1042184.38180604,66,B
36,4,19/8/95,20,f,23,Beth took the photo,Sensible,edin_semantics,sem_emo_sem_emo,2.31377551017795,2,1,1,1,1042187.4397133,53,B
36,4,19/8/95,20,f,24,Dan carried the folder,Sensible,edin_semantics,sem_emo_sem_emo,1.3251810153015,2,2,2,1,1042189.50966655,30,B
36,4,19/8/95,20,f,25,Jen fixed the laptop,Sensible,edin_semantics,sem_emo_sem_emo,3.04276342794765,2,1,1,1,1042193.29679843,37,B
36,4,19/8/95,20,f,26,Tim cleaned the floor,Sensible,edin_semantics,sem_emo_sem_emo,0.925855877925642,2,1,1,1,1042194.96688164,5,B
36,4,19/8/95,20,f,27,Lara filed the papers,Sensible,edin_semantics,sem_emo_sem_emo,1.17302358464804,1,2,2,1,1042196.88393819,24,B
36,4,19/8/95,20,f,28,The dessert served Fred,Non-sensible,edin_semantics,sem_emo_sem_emo,1.05497298238333,2,1,1,1,1042198.68339252,145,B
36,4,19/8/95,20,f,29,Amy measured the thread,Sensible,edin_semantics,sem_emo_sem_emo,0.878677074215375,1,1,1,1,1042200.3064281,51,B
36,4,19/8/95,20,f,30,Luke climbed the hill,Sensible,edin_semantics,sem_emo_sem_emo,1.20770995726343,2,2,2,1,1042202.2587711,68,B
36,4,19/8/95,20,f,31,Mary iced the cake,Sensible,edin_semantics,sem_emo_sem_emo,0.819929838995449,1,2,2,1,1042203.82300171,44,B
36,4,19/8/95,20,f,32,Ella watched the movie,Sensible,edin_semantics,sem_emo_sem_emo,0.950073252781294,2,1,1,1,1042205.51662076,33,B
36,4,19/8/95,20,f,33,John described the pen,Sensible,edin_semantics,sem_emo_sem_emo,1.00869059597608,1,2,2,1,1042207.26902232,42,B
36,4,19/8/95,20,f,34,Jon trimmed the bushes,Sensible,edin_semantics,sem_emo_sem_emo,0.784847054281272,2,2,2,1,1042208.79797836,32,B
36,4,19/8/95,20,f,35,Josh ironed the shirt,Sensible,edin_semantics,sem_emo_sem_emo,0.926149017643183,1,1,1,1,1042210.46808049,55,B
