subject_column,AssignedList_column,subject_dob_column,subject_age_column,subject_gender_column,trialnum_column,Stim_column,Type_column,Experiment_column,OrderGroup_column,ReactionTime_column,StimSide_column,StimPosition_column,Response_column,Valid_column,TrialEndSecs_column,PairID_column,List_column
32,4,6/4/96,20,f,1,Matt kicked the bike,Sensible,edin_semantics,sem_emo_sem_emo,2.53162444254849,2,1,1,1,960567.599759523,39,B
32,4,6/4/96,20,f,2,The hospital visited Tom,Non-sensible,edin_semantics,sem_emo_sem_emo,3.78386692877393,2,1,1,1,960572.127828445,91,B
32,4,6/4/96,20,f,3,Lily got the kettle,Sensible,edin_semantics,sem_emo_sem_emo,1.89049117884133,1,1,1,1,960574.762305771,13,B
32,4,6/4/96,20,f,4,The kettle carried John,Non-sensible,edin_semantics,sem_emo_sem_emo,0.937795705394819,1,1,1,1,960576.444157541,105,B
32,4,6/4/96,20,f,5,Mark washed the dishes,Sensible,edin_semantics,sem_emo_sem_emo,1.61953329853714,2,1,1,1,960578.808154862,57,B
32,4,6/4/96,20,f,6,Jeff watered the garden,Sensible,edin_semantics,sem_emo_sem_emo,1.54987703531515,2,2,2,1,960581.101623557,54,B
32,4,6/4/96,20,f,7,Beth wiped the table,Sensible,edin_semantics,sem_emo_sem_emo,3.19585127232131,2,2,2,1,960585.04157355,40,B
32,4,6/4/96,20,f,8,Ella watched the movie,Sensible,edin_semantics,sem_emo_sem_emo,2.52554804924876,2,1,1,1,960588.311259769,33,B
32,4,6/4/96,20,f,9,Joe solved the puzzle,Sensible,edin_semantics,sem_emo_sem_emo,1.9019826373551,1,2,2,1,960590.957450493,34,B
32,4,6/4/96,20,f,10,The message typed Eve,Non-sensible,edin_semantics,sem_emo_sem_emo,1.43228346155956,2,2,2,1,960593.133289373,124,B
32,4,6/4/96,20,f,11,Jen weighed the flour,Sensible,edin_semantics,sem_emo_sem_emo,2.34959948272444,2,2,2,1,960596.226486609,64,B
32,4,6/4/96,20,f,12,Max kissed the mirror,Sensible,edin_semantics,sem_emo_sem_emo,2.56161416671239,2,1,1,1,960599.531532396,23,B
32,4,6/4/96,20,f,13,The poster read Luke,Non-sensible,edin_semantics,sem_emo_sem_emo,1.39555024297442,2,1,1,1,960601.671903304,79,B
32,4,6/4/96,20,f,14,Sean read the book,Sensible,edin_semantics,sem_emo_sem_emo,3.98377148190048,2,2,2,1,960606.399903399,4,B
32,4,6/4/96,20,f,15,Phil passed the towels,Sensible,edin_semantics,sem_emo_sem_emo,2.93650415912271,1,1,1,1,960610.081144835,43,B
32,4,6/4/96,20,f,16,The hair brushed Dan,Non-sensible,edin_semantics,sem_emo_sem_emo,1.4084859113209,1,1,1,1,960612.233464231,147,B
32,4,6/4/96,20,f,17,The office entered Joe,Non-sensible,edin_semantics,sem_emo_sem_emo,2.00695356715005,1,1,1,1,960614.985809989,133,B
32,4,6/4/96,20,f,18,Erin posted the card,Sensible,edin_semantics,sem_emo_sem_emo,1.34807509242091,2,2,2,1,960617.079178491,36,B
32,4,6/4/96,20,f,19,The ice crushed Josh,Non-sensible,edin_semantics,sem_emo_sem_emo,1.4542416727636,2,1,1,1,960619.278511197,81,B
32,4,6/4/96,20,f,20,The ribbon cut Lucy,Non-sensible,edin_semantics,sem_emo_sem_emo,1.80425745225511,1,1,1,1,960621.818784862,95,B
32,4,6/4/96,20,f,21,Bill counted the sheets,Sensible,edin_semantics,sem_emo_sem_emo,1.20935942896176,2,2,2,1,960623.77114871,48,B
32,4,6/4/96,20,f,22,The shed built Rose,Non-sensible,edin_semantics,sem_emo_sem_emo,1.06825406802818,1,1,1,1,960625.582379614,121,B
32,4,6/4/96,20,f,23,Carl brushed the teeth,Sensible,edin_semantics,sem_emo_sem_emo,1.08011788444128,1,2,2,1,960627.405337386,72,B
32,4,6/4/96,20,f,24,The monitor punched Erin,Non-sensible,edin_semantics,sem_emo_sem_emo,2.94954855216201,2,1,1,1,960631.098357969,125,B
32,4,6/4/96,20,f,25,Tim cleaned the floor,Sensible,edin_semantics,sem_emo_sem_emo,1.52640148962382,2,1,1,1,960633.368261637,5,B
32,4,6/4/96,20,f,26,Ryan painted the picture,Sensible,edin_semantics,sem_emo_sem_emo,1.45554284076206,2,1,1,1,960635.567606852,35,B
32,4,6/4/96,20,f,27,The car lent Fred,Non-sensible,edin_semantics,sem_emo_sem_emo,6.06605712440796,2,2,2,1,960642.377331647,94,B
32,4,6/4/96,20,f,28,The house dusted Alex,Non-sensible,edin_semantics,sem_emo_sem_emo,0.984636468347162,1,2,2,1,960644.106242271,122,B
32,4,6/4/96,20,f,29,The ticket took Tim,Non-sensible,edin_semantics,sem_emo_sem_emo,3.8670576477889,2,2,2,1,960648.716631152,128,B
32,4,6/4/96,20,f,30,Will licked the spoon,Sensible,edin_semantics,sem_emo_sem_emo,1.70249373954721,1,1,1,1,960651.163038556,21,B
32,4,6/4/96,20,f,31,The crate lifted Amy,Non-sensible,edin_semantics,sem_emo_sem_emo,2.92569519637618,1,2,2,1,960654.832422911,144,B
32,4,6/4/96,20,f,32,The box labeled Ian,Non-sensible,edin_semantics,sem_emo_sem_emo,1.9851201166166,1,2,2,1,960657.561025001,136,B
32,4,6/4/96,20,f,33,The opera watched Adam,Non-sensible,edin_semantics,sem_emo_sem_emo,1.83205279847607,2,2,2,1,960660.136715643,108,B
32,4,6/4/96,20,f,34,Beth took the photo,Sensible,edin_semantics,sem_emo_sem_emo,3.38477303169202,2,1,1,1,960664.264846849,53,B
32,4,6/4/96,20,f,35,Leo stored the wine,Sensible,edin_semantics,sem_emo_sem_emo,6.93627612595446,2,2,2,1,960671.944931122,52,B
32,4,6/4/96,20,f,36,The steak ate Mike,Non-sensible,edin_semantics,sem_emo_sem_emo,1.92518621112686,1,2,2,1,960674.614731774,142,B
32,4,6/4/96,20,f,37,Luke climbed the hill,Sensible,edin_semantics,sem_emo_sem_emo,1.76121756213252,2,2,2,1,960677.119851134,68,B
32,4,6/4/96,20,f,38,Phil chopped the herbs,Sensible,edin_semantics,sem_emo_sem_emo,1.71377095591743,1,1,1,1,960679.577928317,27,B
32,4,6/4/96,20,f,39,The hair trimmed Bill,Non-sensible,edin_semantics,sem_emo_sem_emo,2.77269298466854,1,1,1,1,960683.094529835,107,B
32,4,6/4/96,20,f,40,The wallet carried Leo,Non-sensible,edin_semantics,sem_emo_sem_emo,2.39592195942532,1,2,2,1,960686.234774379,150,B
32,4,6/4/96,20,f,41,Lara filed the papers,Sensible,edin_semantics,sem_emo_sem_emo,1.52581392752472,1,2,2,1,960688.504679009,24,B
